M_Shannon_radius_CN6,A_Shannon_radius_CN6,M_Atomic_electron_scattering_factor_at_0.5,"M_Atomic_environment_number_Villars,_Daams","M_Atomic_number_start_counting_left_top,_left-right_sequence",M_Atomic_weight,M_Boiling_temperature,M_Charge_nuclear_effective_Clementi,M_Compression_modulus,M_Conductivity_thermal,M_Density,M_Distance_from_core_electron_Schubert,M_Distance_from_valence_electron_Schubert,M_Electrochemical_weight_equivalent,M_Electronegativity_Alfred-Rochow,M_Electronegativity_Martynov&Batsanov,M_Electronegativity_Pauling,M_Electronegativity_absolute,M_Energy_cohesive_Brewer,M_Energy_of_ionization_first,M_Energy_of_ionization_second,M_Energy_of_ionization_third,M_Enthalpy_of_atomization,M_Enthalpy_of_melting,M_Enthalpy_of_vaporization,M_Entropy_of_solid,M_Group_number,M_Magnetic_frequency_of_nuclei,M_Magnetic_resonance,M_Mass_attenuation_coefficient_CrKα,M_Mass_attenuation_coefficient_FeKα,M_Mass_attenuation_coefficient_for_CuKα,M_Mass_attenuation_coefficient_for_MoKα,M_Melting_temperature,M_Mendeleev_H_d-t_start_left,M_Mendeleev_H_d-t_start_right,M_Mendeleev_H_t-d_start_left,M_Mendeleev_H_t-d_start_right,M_Mendeleev_Pettifor,M_Mendeleev_Pettifor_regular,M_Mendeleev_chemists_sequence,M_Mendeleev_d-t_start_left,M_Mendeleev_d-t_start_right,M_Mendeleev_t-d_start_left,M_Mendeleev_t-d_start_right,M_Molar_heat_capacity,M_Moment_nuclear_magnetic,M_Nuclear_charge_effective_Slater,M_Oxidation_state_first,"M_Periodic_number_start_counting_bottom_right,_right-left_sequence","M_Periodic_number_start_counting_left_bottom,_left-right_sequence","M_Periodic_number_start_counting_top_right,_right-left_sequence",M_Quantum_number,M_Radii_covalent,M_Radii_metal_Waber,M_Radii_pseudo-potential_Zunger,M_Spectral_lines_n_o,M_Spin_nuclei,M_Thermal_neutron_capture_cross_section,M_Valence_electron_number,"M_Volume_of_atom_Villars,_Daams",A_Atomic_electron_scattering_factor_at_0.5,"A_Atomic_environment_number_Villars,_Daams","A_Atomic_number_start_counting_left_top,_left-right_sequence",A_Atomic_weight,A_Boiling_temperature,A_Charge_nuclear_effective_Clementi,A_Compression_modulus,A_Conductivity_thermal,A_Density,A_Distance_from_core_electron_Schubert,A_Distance_from_valence_electron_Schubert,A_Electrochemical_weight_equivalent,A_Electronegativity_Alfred-Rochow,A_Electronegativity_Martynov&Batsanov,A_Electronegativity_Pauling,A_Electronegativity_absolute,A_Energy_cohesive_Brewer,A_Energy_of_ionization_first,A_Energy_of_ionization_second,A_Energy_of_ionization_third,A_Enthalpy_of_atomization,A_Enthalpy_of_melting,A_Enthalpy_of_vaporization,A_Entropy_of_solid,A_Group_number,A_Magnetic_frequency_of_nuclei,A_Magnetic_resonance,A_Mass_attenuation_coefficient_CrKα,A_Mass_attenuation_coefficient_FeKα,A_Mass_attenuation_coefficient_for_CuKα,A_Mass_attenuation_coefficient_for_MoKα,A_Melting_temperature,A_Mendeleev_H_d-t_start_left,A_Mendeleev_H_d-t_start_right,A_Mendeleev_H_t-d_start_left,A_Mendeleev_H_t-d_start_right,A_Mendeleev_Pettifor,A_Mendeleev_Pettifor_regular,A_Mendeleev_chemists_sequence,A_Mendeleev_d-t_start_left,A_Mendeleev_d-t_start_right,A_Mendeleev_t-d_start_left,A_Mendeleev_t-d_start_right,A_Molar_heat_capacity,A_Moment_nuclear_magnetic,A_Nuclear_charge_effective_Slater,A_Oxidation_state_first,"A_Periodic_number_start_counting_bottom_right,_right-left_sequence","A_Periodic_number_start_counting_left_bottom,_left-right_sequence","A_Periodic_number_start_counting_top_right,_right-left_sequence",A_Quantum_number,A_Radii_covalent,A_Radii_metal_Waber,A_Radii_pseudo-potential_Zunger,A_Spectral_lines_n_o,A_Spin_nuclei,A_Thermal_neutron_capture_cross_section,A_Valence_electron_number,"A_Volume_of_atom_Villars,_Daams",d(M-M),Average bond length (Å),Polyhedral volume (Å^3),Distortion index (bond length),Quadratic elongation,Bond angle variance (deg.^2),Effective coordination number,a,b,c,alpha,beta,gamma,space_group_number,cell_volume,Z,cell_volume/Z
0.745,1.453333333,1.12,12,21,44.956,3003,4.63,0.435,15.8,2880,1.1,2.21,0.15579,1.2,1.5,1.3,3.34,3.9,631,1235,2389,377.8,15.77,305,34.6,3,24.29,10.3434,513,336,184,21.1,1812,16,91,13,88,19,35,25,17,90,14,87,25.52,4.749,3,3,83,70,34,4,1.44,1.941,2.75,93,3.5,27.2,3,2.5,1.699333333,14,40.33333333,96.26633333,1013.133333,5.076666667,0.036,70.93333333,1572.333333,1.39,4.876666667,0.997643333,0.91,0.81,0.766666667,2.403333333,0.903333333,415.7333333,3006.666667,4555.333333,86.5,2.273333333,76.26666667,73.31087,1,17.56166667,7.4771,560.4333333,375.5333333,222.0333333,28.60333333,325,3,100,4,101,9,9,5,3,99,5,101,30.86,2.448,2.2,1,63.66666667,40.66666667,63.33333333,5,2.08,2.457666667,3.756666667,103,2.833333333,19.51,1,9.028,6.35894,2.0554,11.5775,0,1,0,6,8.992896,8.992896,8.992896,90,90,90,225,727.2750902,4,181.8187726
0.535,1.453333333,0.3,12,13,26.982,2740,4.07,0.722,237,2698,1.25,2.01,0.09316,1.47,1.64,1.5,3.23,3.39,577.6,1817,2745,326.4,10.5,284,28.34464,3,26.057,11.094,152,93.9,48.6,5.16,933,75,31,73,29,80,79,75,76,30,74,28,24.2,3.639,3.5,3,91,88,16,3,1.25,1.432,1.675,116,2.5,0.233,3,1.66,1.699333333,14,40.33333333,96.26633333,1013.133333,5.076666667,0.036,70.93333333,1572.333333,1.39,4.876666667,0.997643333,0.91,0.81,0.766666667,2.403333333,0.903333333,415.7333333,3006.666667,4555.333333,86.5,2.273333333,76.26666667,73.31087,1,17.56166667,7.4771,560.4333333,375.5333333,222.0333333,28.60333333,325,3,100,4,101,9,9,5,3,99,5,101,30.86,2.448,2.2,1,63.66666667,40.66666667,63.33333333,5,2.08,2.457666667,3.756666667,103,2.833333333,19.51,1,9.028,6.27687,1.85165,8.45765,0,1.0006,2.2138,6,6.27687027,6.27687027,30.38907861,90,90,120,166,1036.894259,6,172.8157098
0.535,1.573333333,0.3,12,13,26.982,2740,4.07,0.722,237,2698,1.25,2.01,0.09316,1.47,1.64,1.5,3.23,3.39,577.6,1817,2745,326.4,10.5,284,28.34464,3,26.057,11.094,152,93.9,48.6,5.16,933,75,31,73,29,80,79,75,76,30,74,28,24.2,3.639,3.5,3,91,88,16,3,1.25,1.432,1.675,116,2.5,0.233,3,1.66,1.75,14,43,101.636,972.8,5.406666667,0.024,57.93333333,1536,1.473333333,5.166666667,1.053253333,0.876666667,0.78,0.733333333,2.26,0.843333333,390.0666667,2503,3721.666667,80.46666667,2.19,68.23333333,77.74887667,1,10.30033333,4.3852,667.6666667,444.6666667,259.6666667,32.8,313.6666667,2.666666667,99.66666667,4.333333333,101.3333333,8.666666667,8.666666667,4.666666667,2.666666667,98.66666667,5.333333333,101.3333333,31.30666667,1.839666667,2.2,1,61,34.66666667,69.33333333,5.333333333,2.243333333,2.612666667,4.103333333,104.3333333,2.833333333,20.03333333,1,10.24333333,6.39453,1.8541,8.4984,0,1,0,6,9.04322853,9.04322853,9.04322853,90,90,90,225,739.5550686,4,184.8887672
0.62,1.573333333,1.53,4,31,69.723,2473,6.22,0.569,40.6,5907,1.38,2,0.24083,1.82,1.7,1.6,3.2,2.81,578.8,1979,2963,277,5.59,254,41.11438,3,30.495,10.2188,212,131,55.9,60.1,303,74,30,74,30,81,78,76,75,29,75,29,25.86,2.011,5,3,73,80,24,4,1.25,1.411,1.695,55,1.5,2.9,3,1.947,1.75,14,43,101.636,972.8,5.406666667,0.024,57.93333333,1536,1.473333333,5.166666667,1.053253333,0.876666667,0.78,0.733333333,2.26,0.843333333,390.0666667,2503,3721.666667,80.46666667,2.19,68.23333333,77.74887667,1,10.30033333,4.3852,667.6666667,444.6666667,259.6666667,32.8,313.6666667,2.666666667,99.66666667,4.333333333,101.3333333,8.666666667,8.666666667,4.666666667,2.666666667,98.66666667,5.333333333,101.3333333,31.30666667,1.839666667,2.2,1,61,34.66666667,69.33333333,5.333333333,2.243333333,2.612666667,4.103333333,104.3333333,2.833333333,20.03333333,1,10.24333333,6.47515,1.9403,9.7402,0,1,0,6,9.15724,9.15724,9.15724,90,90,90,225,767.8807669,4,191.9701917
0.8,1.573333333,2.2,12,49,114.818,2273,8.47,0.411,81.6,7282,1.49,2.3,0.39641,1.49,1.63,1.7,3.1,2.52,558.3,1821,2705,243.3,3.26,225,57.123,3,21.914,9.331,638,432,243,29.3,430,73,29,75,31,79,77,77,74,28,76,30,26.74,5.507,5,3,55,62,42,5,1.5,1.663,2.05,56,4.5,194,3,2.617,1.75,14,43,101.636,972.8,5.406666667,0.024,57.93333333,1536,1.473333333,5.166666667,1.053253333,0.876666667,0.78,0.733333333,2.26,0.843333333,390.0666667,2503,3721.666667,80.46666667,2.19,68.23333333,77.74887667,1,10.30033333,4.3852,667.6666667,444.6666667,259.6666667,32.8,313.6666667,2.666666667,99.66666667,4.333333333,101.3333333,8.666666667,8.666666667,4.666666667,2.666666667,98.66666667,5.333333333,101.3333333,31.30666667,1.839666667,2.2,1,61,34.66666667,69.33333333,5.333333333,2.243333333,2.612666667,4.103333333,104.3333333,2.833333333,20.03333333,1,10.24333333,6.68406,2.1173,12.655,0,1,0,6,9.452692,9.452692,9.452692,90,90,90,225,844.6300375,4,211.1575094
0.615,1.573333333,1.25,14,24,51.996,2755,5.13,1.901,93.7,7140,0.84,1.33,0.08983,1.56,2,1.6,3.72,4.1,652.8,1592,2987,396.6,21,340,23.86476,6,5.652,2.4063,79.8,463,260,31.1,2073,53,53,51,51,57,57,60,54,52,52,50,23.35,0.474,3.35,2,80,73,31,4,1.18,1.36,2.44,1133,1.5,3.1,6,1.2,1.75,14,43,101.636,972.8,5.406666667,0.024,57.93333333,1536,1.473333333,5.166666667,1.053253333,0.876666667,0.78,0.733333333,2.26,0.843333333,390.0666667,2503,3721.666667,80.46666667,2.19,68.23333333,77.74887667,1,10.30033333,4.3852,667.6666667,444.6666667,259.6666667,32.8,313.6666667,2.666666667,99.66666667,4.333333333,101.3333333,8.666666667,8.666666667,4.666666667,2.666666667,98.66666667,5.333333333,101.3333333,31.30666667,1.839666667,2.2,1,61,34.66666667,69.33333333,5.333333333,2.243333333,2.612666667,4.103333333,104.3333333,2.833333333,20.03333333,1,10.24333333,6.49322,1.9637,10.0966,0,1,0,6,9.182802,9.182802,9.182802,90,90,90,225,774.329242,4,193.5823105
0.535,1.62,0.3,12,13,26.982,2740,4.07,0.722,237,2698,1.25,2.01,0.09316,1.47,1.64,1.5,3.23,3.39,577.6,1817,2745,326.4,10.5,284,28.34464,3,26.057,11.094,152,93.9,48.6,5.16,933,75,31,73,29,80,79,75,76,30,74,28,24.2,3.639,3.5,3,91,88,16,3,1.25,1.432,1.675,116,2.5,0.233,3,1.66,2.196666667,14,49,117.0926,949.1333333,5.9,0.023666667,41.53333333,1759.333333,1.51,5.266666667,1.213473333,0.87,0.78,0.733333333,2.233333333,0.816666667,384.8,2363.333333,3537.666667,77.7,2.126666667,65.6,81.69842667,1,19.65166667,8.367066667,645.6666667,429.6666667,251,57.53333333,305.3333333,2.333333333,99.33333333,4.666666667,101.6666667,8.333333333,8.333333333,4.333333333,2.333333333,98.33333333,5.666666667,101.6666667,31.80066667,2.158666667,2.2,1,55,28.66666667,75.33333333,5.666666667,2.29,2.669333333,4.24,107.6666667,3.166666667,19.46,1,10.814,5.98039,1.776,7.4692,0,1,0,6,8.45755199,8.45755199,8.45755199,90,90,90,225,604.9702641,4,151.242566
0.745,1.62,1.12,12,21,44.956,3003,4.63,0.435,15.8,2880,1.1,2.21,0.15579,1.2,1.5,1.3,3.34,3.9,631,1235,2389,377.8,15.77,305,34.6,3,24.29,10.3434,513,336,184,21.1,1812,16,91,13,88,19,35,25,17,90,14,87,25.52,4.749,3,3,83,70,34,4,1.44,1.941,2.75,93,3.5,27.2,3,2.5,2.196666667,14,49,117.0926,949.1333333,5.9,0.023666667,41.53333333,1759.333333,1.51,5.266666667,1.213473333,0.87,0.78,0.733333333,2.233333333,0.816666667,384.8,2363.333333,3537.666667,77.7,2.126666667,65.6,81.69842667,1,19.65166667,8.367066667,645.6666667,429.6666667,251,57.53333333,305.3333333,2.333333333,99.33333333,4.666666667,101.6666667,8.333333333,8.333333333,4.333333333,2.333333333,98.33333333,5.666666667,101.6666667,31.80066667,2.158666667,2.2,1,55,28.66666667,75.33333333,5.666666667,2.29,2.669333333,4.24,107.6666667,3.166666667,19.46,1,10.814,6.73098,2.0449,11.4012,0,1,0,6,9.519046,9.519046,9.519046,90,90,90,225,862.5420498,4,215.6355124
0.535,1.453333333,0.3,12,13,26.982,2740,4.07,0.722,237,2698,1.25,2.01,0.09316,1.47,1.64,1.5,3.23,3.39,577.6,1817,2745,326.4,10.5,284,28.34464,3,26.057,11.094,152,93.9,48.6,5.16,933,75,31,73,29,80,79,75,76,30,74,28,24.2,3.639,3.5,3,91,88,16,3,1.25,1.432,1.675,116,2.5,0.233,3,1.66,1.699333333,14,40.33333333,96.26633333,1013.133333,5.076666667,0.036,70.93333333,1572.333333,1.39,4.876666667,0.997643333,0.91,0.81,0.766666667,2.403333333,0.903333333,415.7333333,3006.666667,4555.333333,86.5,2.273333333,76.26666667,73.31087,1,17.56166667,7.4771,560.4333333,375.5333333,222.0333333,28.60333333,325,3,100,4,101,9,9,5,3,99,5,101,30.86,2.448,2.2,1,63.66666667,40.66666667,63.33333333,5,2.08,2.457666667,3.756666667,103,2.833333333,19.51,1,9.028,3.57281,1.8341,8.2166,0.02007,1.0013,1.3554,5.8889,7.14561389,7.14561389,18.54408677,90,90,120,166,820.0024947,3,273.3341649
0.62,1.35,1.53,4,31,69.723,2473,6.22,0.569,40.6,5907,1.38,2,0.24083,1.82,1.7,1.6,3.2,2.81,578.8,1979,2963,277,5.59,254,41.11438,3,30.495,10.2188,212,131,55.9,60.1,303,74,30,74,30,81,78,76,75,29,75,29,25.86,2.011,5,3,73,80,24,4,1.25,1.411,1.695,55,1.5,2.9,3,1.947,2.45,14,56,137.327,1773,7.58,0.103,18.4,3510,1.44,3.35,0.71171,0.97,1.08,0.9,2.4,1.9,502.9,965,3546,180,7.8,140,62.5,2,11.113,4.7314,461,546,330,43.5,983,8,93,11,96,14,15,10,9,92,12,95,28.07,0.931,2.85,2,48,19,85,6,1.98,2.243,3.402,223,1.5,1.3,2,6.299,3.6184,1.9025,9.1445,0.01469,1.003,8.848,5.9369,4.93518982,5.67882644,13.98166509,90,90,90,19,391.8513543,4,97.96283858
0.53,1.35,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,2.45,14,56,137.327,1773,7.58,0.103,18.4,3510,1.44,3.35,0.71171,0.97,1.08,0.9,2.4,1.9,502.9,965,3546,180,7.8,140,62.5,2,11.113,4.7314,461,546,330,43.5,983,8,93,11,96,14,15,10,9,92,12,95,28.07,0.931,2.85,2,48,19,85,6,1.98,2.243,3.402,223,1.5,1.3,2,6.299,4.83,1.7764,7.4745,0,1,0.0255,6,7.34341151,7.34341151,7.11271072,90,90,120,166,332.1708435,3,110.7236145
0.4,1.35,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,2.45,14,56,137.327,1773,7.58,0.103,18.4,3510,1.44,3.35,0.71171,0.97,1.08,0.9,2.4,1.9,502.9,965,3546,180,7.8,140,62.5,2,11.113,4.7314,461,546,330,43.5,983,8,93,11,96,14,15,10,9,92,12,95,28.07,0.931,2.85,2,48,19,85,6,1.98,2.243,3.402,223,1.5,1.3,2,6.299,4.76393,1.6892,6.4221,0,1.0004,1.5661,6,7.189,7.189,7.015,90,90,120,166,313.9751483,3,104.6583828
0.69,1.35,2.24,3,50,118.71,2543,9.1,1.11,66.6,5800,1.41,2.3,0.30751,1.72,1.88,1.8,4.3,3.14,708.6,1412,2943,302.1,7.07,290,44.1,4,37.272,15.868,662,451,256,31.1,505,78,24,80,26,83,82,79,79,23,81,25,25.8,-1.041,5.65,2,54,63,41,5,1.4,1.623,1.88,131,0.5,0.63,4,2.705,2.45,14,56,137.327,1773,7.58,0.103,18.4,3510,1.44,3.35,0.71171,0.97,1.08,0.9,2.4,1.9,502.9,965,3546,180,7.8,140,62.5,2,11.113,4.7314,461,546,330,43.5,983,8,93,11,96,14,15,10,9,92,12,95,28.07,0.931,2.85,2,48,19,85,6,1.98,2.243,3.402,223,1.5,1.3,2,6.299,4.93566,1.9811,10.2853,0,1.0053,19.7612,6,7.40257294,7.40257294,7.40621196,90,90,120,148,351.4731546,3,117.1577182
0.605,1.35,1.16,12,22,47.867,3533,4.82,1.051,21.9,4506,0.91,1.81,0.12409,1.32,1.86,1.5,3.45,4.85,658,1310,2653,469.9,14.55,425,30.686,4,5.638,2.4004,571,377,208,24.2,1933,47,59,45,57,51,51,56,48,58,46,56,25.02,0.787,3.15,2,82,71,33,4,1.32,1.462,2.58,568,2.5,6.1,4,1.764,2.45,14,56,137.327,1773,7.58,0.103,18.4,3510,1.44,3.35,0.71171,0.97,1.08,0.9,2.4,1.9,502.9,965,3546,180,7.8,140,62.5,2,11.113,4.7314,461,546,330,43.5,983,8,93,11,96,14,15,10,9,92,12,95,28.07,0.931,2.85,2,48,19,85,6,1.98,2.243,3.402,223,1.5,1.3,2,6.299,4.91211,1.8766,8.785,0,1.002,7.4782,6,7.40929475,7.40929475,7.24337463,90,90,120,166,344.3700099,3,114.7900033
0.68,1.67,1.92,14,41,92.906,3573,6.7,1.702,53.7,8570,0.95,1.75,0.19256,1.23,2.03,1.6,4,7.57,663.8,1382,2416,725.9,26.8,680.19,36.28,5,24.442,10.4048,441,284,153,17.1,2741,49,55,49,55,53,53,58,50,54,50,54,24.48,6.144,3.3,3,63,54,50,5,1.34,1.468,2.76,450,4.5,1.15,5,1.807,2.41,14,55,132.905,943.2,6.36,0.02,35.9,1873,1.55,5.45,1.37731,0.86,0.77,0.7,2.18,0.8,375.7,2229,3377,76.1,2.09,63.9,84.40589,1,13.117,5.5846,793,534,318,41.3,302,2,99,5,102,8,8,4,2,98,6,102,32.17,2.564,2.2,1,49,18,86,6,2.35,2.731,4.31,113,3.5,29,1,11.579,4.86832,2.0104,10.6451,0,1.0118,38.8768,6,6.40929642,6.40929642,4.8683174,90,90,120,164,173.1929589,1,173.1929589
0.53,1.67,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,2.41,14,55,132.905,943.2,6.36,0.02,35.9,1873,1.55,5.45,1.37731,0.86,0.77,0.7,2.18,0.8,375.7,2229,3377,76.1,2.09,63.9,84.40589,1,13.117,5.5846,793,534,318,41.3,302,2,99,5,102,8,8,4,2,98,6,102,32.17,2.564,2.2,1,49,18,86,6,2.35,2.731,4.31,113,3.5,29,1,11.579,6.31162,1.814,7.9585,0,1,0,6,8.92598234,8.92598234,8.92598234,90,90,90,225,711.1612257,4,177.7903064
0.71,1.67,2.97,12,72,178.49,4850,9.16,1.09,23,13310,0.97,1.88,0.46269,1.23,1.73,1.3,3.8,6.44,675.4,1438,2248,619.2,14.623,570.7,43.56,4,3.12,1.3,430,286,159,91.7,2495,45,57,47,59,50,49,54,46,56,48,58,25.69,0.61,3.15,4,32,35,69,6,1.44,1.58,2.91,151,3.5,104,4,2.241,2.41,14,55,132.905,943.2,6.36,0.02,35.9,1873,1.55,5.45,1.37731,0.86,0.77,0.7,2.18,0.8,375.7,2229,3377,76.1,2.09,63.9,84.40589,1,13.117,5.5846,793,534,318,41.3,302,2,99,5,102,8,8,4,2,98,6,102,32.17,2.564,2.2,1,49,18,86,6,2.35,2.731,4.31,113,3.5,29,1,11.579,4.97032,1.9957,10.5665,0,1.0019,6.7406,6,6.36074396,6.36074396,4.97031964,90,90,120,164,174.1529274,1,174.1529274
0.4,1.67,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,2.41,14,55,132.905,943.2,6.36,0.02,35.9,1873,1.55,5.45,1.37731,0.86,0.77,0.7,2.18,0.8,375.7,2229,3377,76.1,2.09,63.9,84.40589,1,13.117,5.5846,793,534,318,41.3,302,2,99,5,102,8,8,4,2,98,6,102,32.17,2.564,2.2,1,49,18,86,6,2.35,2.731,4.31,113,3.5,29,1,11.579,6.24248,1.7039,6.5961,0,1,0,6,8.82820309,8.82820309,8.82820309,90,90,90,225,688.0451632,4,172.0112908
0.605,1.67,1.16,12,22,47.867,3533,4.82,1.051,21.9,4506,0.91,1.81,0.12409,1.32,1.86,1.5,3.45,4.85,658,1310,2653,469.9,14.55,425,30.686,4,5.638,2.4004,571,377,208,24.2,1933,47,59,45,57,51,51,56,48,58,46,56,25.02,0.787,3.15,2,82,71,33,4,1.32,1.462,2.58,568,2.5,6.1,4,1.764,2.41,14,55,132.905,943.2,6.36,0.02,35.9,1873,1.55,5.45,1.37731,0.86,0.77,0.7,2.18,0.8,375.7,2229,3377,76.1,2.09,63.9,84.40589,1,13.117,5.5846,793,534,318,41.3,302,2,99,5,102,8,8,4,2,98,6,102,32.17,2.564,2.2,1,49,18,86,6,2.35,2.731,4.31,113,3.5,29,1,11.579,5.004,1.8676,8.6705,0,1.0011,3.8407,6,6.213,6.213,5.004,90,90,120,164,167.2825499,1,167.2825499
0.72,1.67,1.88,12,40,91.224,3853,6.45,0.833,22.7,6506,0.98,1.96,0.23632,1.22,1.7,1.4,3.64,6.25,660,1267,2218,600,15.6,502,38.89537,4,9.33,3.9578,419,265,145,13.9,2125,46,58,46,58,49,50,55,47,57,47,57,25.36,1.298,3,4,64,53,51,5,1.45,1.602,2.825,134,2.5,0.184,4,2.328,2.41,14,55,132.905,943.2,6.36,0.02,35.9,1873,1.55,5.45,1.37731,0.86,0.77,0.7,2.18,0.8,375.7,2229,3377,76.1,2.09,63.9,84.40589,1,13.117,5.5846,793,534,318,41.3,302,2,99,5,102,8,8,4,2,98,6,102,32.17,2.564,2.2,1,49,18,86,6,2.35,2.731,4.31,113,3.5,29,1,11.579,5.01,2.0346,10.8435,0,1.0236,74.189,6,6.41,6.41,5.01,90,90,120,164,178.2725254,1,178.2725254
0.53,1.345,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,1.344,14,33,77.947,1048.1,4.435,0.044,88.45,1422,1.31,4.59,0.80781,0.935,0.83,0.8,2.515,0.955,435.75,3395.5,5144.5,91.7,2.365,82.45,67.76336,1,19.784,8.42335,444.15,296.3,174.05,22.255,336.5,3.5,100.5,3.5,100.5,9.5,9.5,5.5,3.5,99.5,4.5,100.5,30.205,2.39,2.2,1,71,52,52,4.5,1.945,2.321,3.48,98,2.5,14.765,1,7.7525,5.5252,1.7833,7.5586,0.00409,1.0002,0.6906,5.9948,6.4412,10.8499,8.1793,90,90,90,57,571.6216342,4,142.9054086
0.53,1.38,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,0.43,14,19,39.098,1032,3.5,0.032,102,862,1.32,4.6,0.40514,0.91,0.8,0.8,2.42,0.93,418.8,3051,4411,89.2,2.39,76.9,64.43485,1,4.667,1.9864,417,266,143,15.8,337,4,101,3,100,10,10,6,4,100,4,100,29.58,0.391,2.2,1,85,68,36,4,2.03,2.376,3.69,87,1.5,2.1,1,7.572,5.66188,1.8103,7.903,0.00155,1.0007,2.3064,5.9995,5.60579174,5.60579174,4.60766092,90,90,120,164,125.3963981,1,125.3963981
0.53,1.38,1.57,4,32,72.61,3103,6.78,0.772,59.9,5323,1.22,1.99,0.18808,2.02,1.99,1.8,4.6,3.85,762.1,1537,3302,376.6,36.8,327.6,31.10792,4,3.488,1.485,235,146,75.6,64.8,1211,79,25,79,25,84,83,80,80,24,80,24,23.222,0.877,5.65,2,72,81,23,4,1.22,1.369,1.56,62,4.5,2.2,4,2.264,0.43,14,19,39.098,1032,3.5,0.032,102,862,1.32,4.6,0.40514,0.91,0.8,0.8,2.42,0.93,418.8,3051,4411,89.2,2.39,76.9,64.43485,1,4.667,1.9864,417,266,143,15.8,337,4,101,3,100,10,10,6,4,100,4,100,29.58,0.391,2.2,1,85,68,36,4,2.03,2.376,3.69,87,1.5,2.1,1,7.572,4.60766,1.8113,7.9125,0,1.0009,3.3211,6,5.68504609,5.68504609,9.22683612,90,90,120,186,258.2565938,2,129.1282969
0.4,1.38,0.316,4,14,28.0855,2608,4.29,0.988,148,2329,1.18,1.91,0.07269,1.74,1.98,1.8,4.77,4.63,786.5,1577,3232,455.6,50.6,300,18.9662,4,19.865,8.458,189,117,60.6,6.44,1683,80,26,78,24,85,84,90,81,25,79,23,20,0.555,4.15,4,90,89,15,3,1.17,1.319,1.42,157,0.5,171,4,2.002,0.43,14,19,39.098,1032,3.5,0.032,102,862,1.32,4.6,0.40514,0.91,0.8,0.8,2.42,0.93,418.8,3051,4411,89.2,2.39,76.9,64.43485,1,4.667,1.9864,417,266,143,15.8,337,4,101,3,100,10,10,6,4,100,4,100,29.58,0.391,2.2,1,85,68,36,4,2.03,2.376,3.69,87,1.5,2.1,1,7.572,5.64399,1.6995,6.5445,0,1,0,6,7.98180876,7.98180876,7.98180876,90,90,90,225,508.515218,4,127.1288045
